gap_left	gap_right	gap_bp	reads_in_gap	n_tools_spanning	hiphase_spans	hiphase_scored	hiphase_concordant	hiphase_acc	longphase_spans	longphase_scored	longphase_concordant	longphase_acc	whatshap_opt_spans	whatshap_opt_scored	whatshap_opt_concordant	whatshap_opt_acc
29186640	29186825	185	45	3	1	30	18	0.6	1	30	14	0.4667	1	16	8	0.5
29186825	29187000	175	46	3	1	30	18	0.6	1	30	14	0.4667	1	16	8	0.5
29187000	29187027	27	46	3	1	30	18	0.6	1	30	14	0.4667	1	16	8	0.5
29187027	29187111	84	48	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187111	29187393	282	49	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187393	29187492	99	49	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187492	29187536	44	49	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187536	29187546	10	49	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187546	29187568	22	49	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187568	29187634	66	50	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187634	29187649	15	50	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187649	29187716	67	50	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187716	29187779	63	50	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187779	29187793	14	50	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187793	29187830	37	50	3	1	32	18	0.5625	1	32	16	0.5	1	16	8	0.5
29187830	29189259	1429	52	3	1	33	18	0.5455	1	34	18	0.5294	1	16	8	0.5
29194855	29222091	27236	146	3	1	77	30	0.3896	1	110	71	0.6455	1	41	26	0.6341
29222091	29222306	215	68	3	1	51	16	0.3137	1	67	44	0.6567	1	29	21	0.7241
29222306	29228000	5694	88	3	1	68	23	0.3382	1	87	53	0.6092	1	36	23	0.6389
29228000	29232764	4764	78	3	1	62	22	0.3548	1	77	45	0.5844	1	30	16	0.5333
29232764	29232779	15	67	3	1	54	21	0.3889	1	66	34	0.5152	1	27	14	0.5185
29232779	29232784	5	67	3	1	54	21	0.3889	1	66	34	0.5152	1	27	14	0.5185
29232784	29232796	12	66	3	1	53	21	0.3962	1	65	33	0.5077	1	26	13	0.5
29232796	29232814	18	66	3	1	53	21	0.3962	1	65	33	0.5077	1	26	13	0.5
29232814	29232827	13	66	3	1	53	21	0.3962	1	65	33	0.5077	1	26	13	0.5
29232898	29232976	78	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29232976	29233005	29	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233005	29233052	47	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233052	29233070	18	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233070	29233238	168	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233238	29233241	3	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233241	29233258	17	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233258	29233262	4	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233262	29233290	28	65	3	1	52	21	0.4038	1	64	32	0.5	1	26	13	0.5
29233290	29233563	273	66	3	1	52	21	0.4038	1	65	33	0.5077	1	26	13	0.5
29233563	29233572	9	62	3	1	49	21	0.4286	1	61	30	0.4918	1	24	11	0.4583
29233572	29233791	219	62	3	1	49	21	0.4286	1	61	30	0.4918	1	24	11	0.4583
29233843	29233976	133	59	3	1	47	20	0.4255	1	58	29	0.5	1	24	11	0.4583
29233976	29233998	22	59	3	1	47	20	0.4255	1	58	29	0.5	1	24	11	0.4583
29233998	29234112	114	59	3	1	46	19	0.413	1	58	29	0.5	1	23	11	0.4783
29234112	29234145	33	59	3	1	46	19	0.413	1	58	29	0.5	1	23	11	0.4783
29234145	29234166	21	59	3	1	46	19	0.413	1	58	29	0.5	1	23	11	0.4783
29234166	29234168	2	59	3	1	46	19	0.413	1	58	29	0.5	1	23	11	0.4783
29234168	29234196	28	59	3	1	46	19	0.413	1	58	29	0.5	1	23	11	0.4783
29234196	29234199	3	59	3	1	46	19	0.413	1	58	29	0.5	1	23	11	0.4783
29234199	29234260	61	59	3	1	46	19	0.413	1	58	29	0.5	1	23	11	0.4783
29234260	29235154	894	58	3	1	45	18	0.4	1	57	29	0.5088	1	22	10	0.4545
29235154	29235163	9	49	3	1	38	17	0.4474	1	48	21	0.4375	1	18	6	0.3333
29235163	29235164	1	49	3	1	38	17	0.4474	1	48	21	0.4375	1	18	6	0.3333
29235164	29235226	62	49	3	1	38	17	0.4474	1	48	21	0.4375	1	18	6	0.3333
29235226	29238051	2825	52	3	1	40	18	0.45	1	51	23	0.451	1	18	6	0.3333
29238051	29238055	4	40	3	1	31	12	0.3871	1	40	20	0.5	1	10	3	0.3
29238055	29238092	37	40	3	1	31	12	0.3871	1	40	20	0.5	1	10	3	0.3
29238092	29238411	319	40	3	1	31	12	0.3871	1	40	20	0.5	1	10	3	0.3
29238411	29238497	86	40	3	1	32	12	0.375	1	40	20	0.5	1	10	3	0.3
29238497	29238545	48	39	3	1	31	11	0.3548	1	39	20	0.5128	1	9	3	0.3333
29238545	29238560	15	39	3	1	31	11	0.3548	1	39	20	0.5128	1	9	3	0.3333
29238560	29238577	17	39	3	1	31	11	0.3548	1	39	20	0.5128	1	9	3	0.3333
29238577	29239758	1181	41	3	1	32	11	0.3438	1	41	22	0.5366	1	9	3	0.3333
29239758	29239762	4	36	3	1	29	9	0.3103	1	36	21	0.5833	1	8	2	0.25
29239762	29239777	15	36	3	1	29	9	0.3103	1	36	21	0.5833	1	8	2	0.25
29239777	29239830	53	36	3	1	29	9	0.3103	1	36	21	0.5833	1	8	2	0.25
29239830	29239840	10	36	3	1	29	9	0.3103	1	36	21	0.5833	1	8	2	0.25
29239840	29239888	48	36	3	1	29	9	0.3103	1	36	21	0.5833	1	8	2	0.25
29239888	29244081	4193	50	3	1	39	13	0.3333	1	48	31	0.6458	1	11	3	0.2727
29244081	29244132	51	33	3	1	22	6	0.2727	1	31	25	0.8065	1	5	1	0.2
29244132	29244231	99	33	3	1	22	6	0.2727	1	31	25	0.8065	1	5	1	0.2
29244231	29244425	194	33	3	1	22	6	0.2727	1	31	25	0.8065	1	5	1	0.2
29244425	29244498	73	33	3	1	22	6	0.2727	1	31	25	0.8065	1	5	1	0.2
29244498	29244606	108	33	3	1	22	6	0.2727	1	31	25	0.8065	1	5	1	0.2
29244606	29244646	40	34	3	1	23	6	0.2609	1	32	26	0.8125	1	6	1	0.1667
29244646	29244649	3	34	3	1	23	6	0.2609	1	32	26	0.8125	1	6	1	0.1667
29244649	29244668	19	34	3	1	23	6	0.2609	1	32	26	0.8125	1	6	1	0.1667
29244668	29244707	39	34	3	1	23	6	0.2609	1	32	26	0.8125	1	6	1	0.1667
29244707	29244745	38	34	3	1	23	6	0.2609	1	32	26	0.8125	1	6	1	0.1667
29244745	29244758	13	34	3	1	23	6	0.2609	1	32	26	0.8125	1	6	1	0.1667
29244758	29244841	83	34	3	1	23	6	0.2609	1	32	26	0.8125	1	6	1	0.1667
29244841	29270077	25236	94	3	1	72	25	0.3472	1	83	57	0.6867	1	33	19	0.5758
29270164	29270196	32	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270196	29270227	31	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270227	29270232	5	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270232	29270237	5	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270237	29270322	85	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270322	29270340	18	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270359	29270411	52	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270411	29270413	2	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270548	29270558	10	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270558	29270592	34	54	3	1	47	20	0.4255	1	49	28	0.5714	1	28	19	0.6786
29270648	29270656	8	55	3	1	47	20	0.4255	1	50	28	0.56	1	28	19	0.6786
29270656	29270675	19	55	3	1	47	20	0.4255	1	50	28	0.56	1	28	19	0.6786
29270735	29270741	6	55	3	1	47	20	0.4255	1	50	28	0.56	1	28	19	0.6786
29270741	29270795	54	54	3	1	47	20	0.4255	1	50	28	0.56	1	28	19	0.6786
29270915	29270917	2	54	3	1	47	20	0.4255	1	50	28	0.56	1	28	19	0.6786
29270917	29270943	26	54	3	1	47	20	0.4255	1	50	28	0.56	1	28	19	0.6786
29270943	29270974	31	54	3	1	47	20	0.4255	1	50	28	0.56	1	28	19	0.6786
29270996	29271227	231	56	3	1	48	21	0.4375	1	52	28	0.5385	1	28	19	0.6786
29271227	29271243	16	55	3	1	47	21	0.4468	1	51	27	0.5294	1	27	18	0.6667
29271243	29271255	12	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271255	29271263	8	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271263	29271265	2	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271265	29271284	19	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271284	29271296	12	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271296	29271304	8	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271304	29271319	15	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271319	29271328	9	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271328	29271332	4	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271332	29271335	3	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271335	29271336	1	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271336	29271346	10	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271346	29271348	2	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271348	29271356	8	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271356	29271360	4	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271360	29271369	9	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271369	29271381	12	54	3	1	46	20	0.4348	1	50	27	0.54	1	27	18	0.6667
29271381	29271391	10	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271391	29271400	9	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271400	29271405	5	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271405	29271411	6	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271411	29271414	3	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271414	29271417	3	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271417	29271425	8	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271425	29271427	2	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271427	29271442	15	55	3	1	46	20	0.4348	1	51	28	0.549	1	27	18	0.6667
29271442	29272021	579	57	3	1	48	21	0.4375	1	53	28	0.5283	1	27	18	0.6667
29272021	29272046	25	56	3	1	46	21	0.4565	1	52	26	0.5	1	25	16	0.64
29272046	29272099	53	56	3	1	46	21	0.4565	1	52	26	0.5	1	25	16	0.64
29272099	29272598	499	58	3	1	46	21	0.4565	1	54	26	0.4815	1	25	16	0.64
29275167	29276478	1311	62	3	1	42	22	0.5238	1	58	20	0.3448	1	20	10	0.5
29276478	29276523	45	57	3	1	37	22	0.5946	1	53	15	0.283	1	16	6	0.375
29276523	29276532	9	57	3	1	37	22	0.5946	1	53	15	0.283	1	16	6	0.375
29276532	29276598	66	58	3	1	38	22	0.5789	1	54	15	0.2778	1	17	7	0.4118
29281435	29281613	178	61	3	1	37	21	0.5676	1	60	12	0.2	1	22	9	0.4091
29303534	29310099	6565	83	3	1	50	3	0.06	1	82	3	0.0366	1	28	26	0.9286
29323047	29392801	69754	178	2	1	103	37	0.3592	1	156	64	0.4103	0	27	19	0.7037
29448279	29464703	16424	135	3	1	74	10	0.1351	1	112	18	0.1607	1	26	20	0.7692
29467402	29496553	29151	114	3	1	70	12	0.1714	1	103	15	0.1456	1	22	18	0.8182
29496553	29496593	40	31	3	1	21	8	0.381	1	31	13	0.4194	1	8	5	0.625
29496593	29496882	289	31	3	1	21	8	0.381	1	31	13	0.4194	1	8	5	0.625
29496882	29498150	1268	39	3	1	28	16	0.5714	1	39	22	0.5641	1	10	5	0.5
29498150	29510999	12849	125	3	1	84	67	0.7976	1	113	96	0.8496	1	30	23	0.7667
32184751	32203229	18478	89	2	1	59	55	0.9322	0	64	56	0.875	1	48	46	0.9583
32312702	32312705	3	14	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312705	32312711	6	14	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312711	32312757	46	14	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312757	32312767	10	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312767	32312786	19	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312786	32312821	35	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312821	32312887	66	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312887	32312914	27	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312914	32312924	10	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312924	32312940	16	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312940	32312945	5	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312945	32312979	34	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32312979	32313182	203	13	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313182	32313204	22	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313204	32313207	3	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313207	32313212	5	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313212	32313240	28	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313240	32313247	7	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313247	32313252	5	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313252	32313271	19	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313271	32313298	27	12	2	1	11	9	0.8182	0	11	8	0.7273	1	8	3	0.375
32313305	32313312	7	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313312	32313453	141	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313453	32313473	20	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313473	32313489	16	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313489	32313594	105	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313594	32313629	35	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313629	32313677	48	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313677	32313694	17	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313694	32313725	31	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313725	32313727	2	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313727	32313729	2	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313729	32313732	3	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313732	32313735	3	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313735	32313753	18	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313753	32313855	102	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313855	32313893	38	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313893	32313970	77	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32313970	32314010	40	12	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314010	32314022	12	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314022	32314150	128	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314150	32314179	29	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314179	32314205	26	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314205	32314212	7	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314212	32314230	18	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314230	32314351	121	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314351	32314394	43	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314394	32314399	5	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314399	32314411	12	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314411	32314416	5	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314416	32314468	52	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314468	32314521	53	13	3	1	11	9	0.8182	1	11	8	0.7273	1	8	3	0.375
32314521	32314542	21	12	3	1	10	8	0.8	1	10	7	0.7	1	7	3	0.4286
32314542	32314553	11	12	3	1	10	8	0.8	1	10	7	0.7	1	7	3	0.4286
32314553	32314556	3	11	3	1	9	7	0.7778	1	9	6	0.6667	1	7	3	0.4286
32314556	32314564	8	12	3	1	9	7	0.7778	1	9	6	0.6667	1	7	3	0.4286
32314564	32314627	63	12	3	1	9	7	0.7778	1	9	6	0.6667	1	7	3	0.4286
32314627	32314673	46	12	3	1	9	7	0.7778	1	9	6	0.6667	1	7	3	0.4286
32314673	32314675	2	12	3	1	9	7	0.7778	1	9	6	0.6667	1	7	3	0.4286
32314675	32314707	32	12	3	1	9	7	0.7778	1	9	6	0.6667	1	7	3	0.4286
32314707	32314723	16	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32314723	32314733	10	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32314733	32314756	23	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32314756	32314765	9	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32314765	32314801	36	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32314801	32314815	14	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32314815	32314823	8	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32314823	32315068	245	11	3	1	8	6	0.75	1	8	5	0.625	1	6	3	0.5
32315068	32315103	35	10	3	1	7	5	0.7143	1	7	4	0.5714	1	6	3	0.5
32315127	32315129	2	9	3	1	6	4	0.6667	1	6	3	0.5	1	6	3	0.5
32315129	32315134	5	9	3	1	6	4	0.6667	1	6	3	0.5	1	6	3	0.5
32315168	32315172	4	9	3	1	6	4	0.6667	1	6	3	0.5	1	6	3	0.5
32315172	32315229	57	9	3	1	6	4	0.6667	1	6	3	0.5	1	6	3	0.5
32315229	32316585	1356	14	3	1	11	7	0.6364	1	11	6	0.5455	1	10	5	0.5
32316585	32316607	22	13	3	1	10	6	0.6	1	10	5	0.5	1	9	5	0.5556
32316607	32317190	583	15	2	1	11	6	0.5455	0	11	6	0.5455	1	10	5	0.5
32317190	32317431	241	14	2	1	10	5	0.5	0	10	5	0.5	1	9	5	0.5556
32317431	32317780	349	14	2	1	10	5	0.5	0	10	5	0.5	1	9	5	0.5556
32317780	32318071	291	14	2	1	10	5	0.5	0	10	5	0.5	1	9	5	0.5556
32318071	32318222	151	14	2	1	10	5	0.5	0	10	5	0.5	1	9	5	0.5556
32318222	32319314	1092	14	2	1	10	5	0.5	0	10	5	0.5	1	9	5	0.5556
32319314	32319487	173	13	2	1	9	4	0.4444	0	9	4	0.4444	1	8	5	0.625
32319487	32319944	457	15	2	1	11	5	0.4545	0	9	4	0.4444	1	9	5	0.5556
32319944	32320174	230	15	2	1	11	5	0.4545	0	9	4	0.4444	1	9	5	0.5556
32320174	32334774	14600	81	2	1	41	26	0.6341	0	43	20	0.4651	1	30	25	0.8333
32334774	32334779	5	70	3	1	33	24	0.7273	1	37	17	0.4595	1	24	23	0.9583
32432281	32449137	16856	50	1	0	20	18	0.9	0	23	14	0.6087	1	15	12	0.8
32449137	32449140	3	22	1	0	18	18	1.0	0	1	1	1.0	1	10	9	0.9
32449140	32449145	5	22	1	0	18	18	1.0	0	1	1	1.0	1	10	9	0.9
32449145	32449252	107	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449252	32449266	14	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449266	32449309	43	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449309	32449315	6	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449315	32449350	35	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449350	32449409	59	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449409	32449412	3	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449412	32449417	5	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449417	32449422	5	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449422	32449500	78	23	1	0	19	19	1.0	0	1	1	1.0	1	11	9	0.8182
32449500	32449504	4	24	1	0	20	20	1.0	0	1	1	1.0	1	12	9	0.75
32493092	32516870	23778	78	3	1	50	47	0.94	1	66	63	0.9545	1	57	51	0.8947
32714242	32732198	17956	116	3	1	77	52	0.6753	1	104	70	0.6731	1	42	28	0.6667
33210466	33233843	23377	138	2	1	115	115	1.0	0	79	79	1.0	1	114	114	1.0
33843276	33862148	18872	127	3	1	124	124	1.0	1	118	118	1.0	1	121	117	0.9669
33985339	34018169	32830	200	1	1	179	176	0.9832	0	90	87	0.9667	0	146	144	0.9863
34030463	34055920	25457	199	2	1	188	183	0.9734	0	149	144	0.9664	1	179	168	0.9385
34079290	34134418	55128	328	1	1	236	234	0.9915	0	138	136	0.9855	0	169	166	0.9822
34791342	34811747	20405	141	3	1	119	118	0.9916	1	119	117	0.9832	1	118	117	0.9915
35164905	35182681	17776	99	3	1	90	89	0.9889	1	91	89	0.978	1	90	89	0.9889
35244059	35357391	113332	525	2	1	440	404	0.9182	0	122	116	0.9508	1	428	385	0.8995
35405794	35420660	14866	95	3	1	94	94	1.0	1	91	91	1.0	1	93	93	1.0
35919404	35939110	19706	136	3	1	128	128	1.0	1	127	127	1.0	1	128	128	1.0
35981809	36011708	29899	177	1	1	150	144	0.96	0	55	54	0.9818	0	111	109	0.982
36011708	36016138	4430	76	3	1	76	75	0.9868	1	76	75	0.9868	1	74	74	1.0
36032227	36056601	24374	148	3	1	123	121	0.9837	1	111	109	0.982	1	136	130	0.9559
36059715	36083127	23412	139	1	1	124	58	0.4677	0	115	112	0.9739	0	115	112	0.9739
36247421	36268291	20870	157	3	1	154	147	0.9545	1	134	127	0.9478	1	133	127	0.9549
36268291	36268558	267	71	3	1	71	70	0.9859	1	71	70	0.9859	1	71	70	0.9859
36268558	36299817	31259	162	2	1	153	151	0.9869	0	126	124	0.9841	1	152	151	0.9934
36299817	36317511	17694	124	3	1	116	112	0.9655	1	108	104	0.963	1	106	103	0.9717
36332599	36381019	48420	276	2	1	262	249	0.9504	0	219	200	0.9132	1	229	203	0.8865
36381019	36388588	7569	75	3	1	75	75	1.0	1	75	75	1.0	1	74	74	1.0
36601930	36629321	27391	176	2	1	170	164	0.9647	0	128	123	0.9609	1	168	168	1.0
36629321	36641485	12164	104	3	1	103	99	0.9612	1	100	96	0.96	1	101	101	1.0
36994656	37018950	24294	152	3	1	149	149	1.0	1	148	148	1.0	1	149	149	1.0
37982955	38005401	22446	131	2	1	119	116	0.9748	0	101	98	0.9703	1	109	105	0.9633
38211030	38236063	25033	169	2	1	160	131	0.8187	0	122	117	0.959	1	146	80	0.5479
38279170	38303247	24077	130	3	1	125	119	0.952	1	108	103	0.9537	1	119	119	1.0
38317436	38341762	24326	136	2	1	126	124	0.9841	0	105	105	1.0	1	115	107	0.9304
38370611	38393470	22859	144	3	1	140	132	0.9429	1	120	115	0.9583	1	130	126	0.9692
39204674	39212666	7992	94	3	1	77	73	0.9481	1	92	89	0.9674	1	75	73	0.9733
39500428	39500523	95	80	3	1	80	80	1.0	1	80	80	1.0	1	80	80	1.0
39500523	39506153	5630	103	3	1	102	102	1.0	1	100	100	1.0	1	102	102	1.0
39838293	39868811	30518	194	3	1	192	192	1.0	1	172	171	0.9942	1	191	190	0.9948
40501001	40501038	37	66	3	1	66	66	1.0	1	66	66	1.0	1	65	65	1.0
40501038	40501252	214	66	3	1	66	66	1.0	1	66	66	1.0	1	65	65	1.0
40501252	40501500	248	66	3	1	66	66	1.0	1	66	66	1.0	1	65	65	1.0
40501500	40502003	503	66	3	1	66	66	1.0	1	66	66	1.0	1	65	65	1.0
40502003	40502848	845	73	3	1	73	73	1.0	1	73	73	1.0	1	72	72	1.0
40722749	40741068	18319	150	3	1	138	138	1.0	1	139	139	1.0	1	138	138	1.0
41395719	41404861	9142	121	3	1	121	121	1.0	1	121	121	1.0	1	119	119	1.0
41866917	41898323	31406	219	2	1	214	208	0.972	0	147	145	0.9864	1	191	119	0.623
41898323	41924682	26359	218	3	1	204	202	0.9902	1	193	190	0.9845	1	194	4	0.0206
42184827	42208160	23333	182	3	1	175	174	0.9943	1	151	151	1.0	1	170	167	0.9824
46384021	46407462	23441	159	3	1	147	147	1.0	1	126	126	1.0	1	144	143	0.9931
46609387	46629630	20243	140	3	1	129	129	1.0	1	126	126	1.0	1	129	129	1.0
46727050	46748667	21617	183	3	1	153	149	0.9739	1	148	138	0.9324	1	142	132	0.9296
47003866	47026671	22805	168	3	1	154	153	0.9935	1	130	129	0.9923	1	148	148	1.0
47689418	47713869	24451	153	2	1	142	139	0.9789	0	126	123	0.9762	1	132	130	0.9848
47738673	47762233	23560	124	2	1	116	114	0.9828	0	96	95	0.9896	1	110	108	0.9818
48022132	48043584	21452	139	3	1	134	132	0.9851	1	113	111	0.9823	1	132	132	1.0
48183976	48229446	45470	269	2	1	219	219	1.0	0	60	60	1.0	1	219	219	1.0
48925908	48950388	24480	173	2	1	152	151	0.9934	0	137	136	0.9927	1	148	147	0.9932
49071976	49102876	30900	171	3	1	156	155	0.9936	1	149	148	0.9933	1	151	150	0.9934
49576076	49577597	1521	56	3	1	56	56	1.0	1	56	56	1.0	1	44	44	1.0
49653565	49655162	1597	16	3	1	16	4	0.25	1	14	14	1.0	1	16	4	0.25
49720311	49742973	22662	162	3	1	137	137	1.0	1	137	137	1.0	1	137	137	1.0
49742973	49788561	45588	263	2	1	207	82	0.3961	0	68	68	1.0	1	211	204	0.9668
50127297	50147908	20611	124	3	1	108	108	1.0	1	108	108	1.0	1	108	108	1.0
50540995	50562066	21071	141	1	1	135	132	0.9778	0	120	117	0.975	0	120	117	0.975
