chromosome	tool	competitor_ps	competitor_accuracy	competitor_reads	competitor_discordant_reads	gap_start	gap_end	gap_bp	left_graph_ps	right_graph_ps	truth_hets	shared_hets	catalog_sites	graph_candidates	graph_phased_sites	private_sites	competitor_phased_sites	clean_het_snps	clean_het_indels	repeat_het_indels	filtered_ref_only	filtered_high_af	filtered_low_af	filtered_low_depth	filtered_no_reads	primary_reason
chr20	whatshap_opt	11262361	0.9988	849	1	11360353	11386175	25822	11348253	11386626	2	2	320	1	0	1	2	0	0	1	272	47	4	0	0	repeat_indels_excluded
chr20	whatshap_opt	4570122	0.9972	2478	7	4854217	4878943	24726	4800234	4886360	5	0	408	5	0	0	0	0	0	5	359	46	3	4	0	repeat_indels_excluded
chr20	whatshap_opt	1142089	0.9973	2223	6	1499101	1523721	24620	1196966	1523721	1	1	270	0	0	0	1	0	0	0	251	19	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	48149548	0.9962	3409	13	48925908	48950388	24480	48229446	48950388	1	1	352	4	0	0	1	0	0	4	343	0	5	0	0	repeat_indels_excluded
chr20	whatshap_opt	4570122	0.9972	2478	7	4761808	4786025	24217	4642430	4800234	4	3	414	1	0	0	1	0	0	1	328	87	1	2	0	repeat_indels_excluded
chr20	whatshap_opt	4570122	0.9972	2478	7	4618685	4642430	23745	4570122	4642430	1	1	325	3	0	0	0	0	0	4	310	12	1	0	0	repeat_indels_excluded
chr20	whatshap_opt	37667751	0.9966	1488	5	37984529	38008026	23497	37937715	38008026	3	1	276	3	0	0	0	1	0	3	263	11	2	2	0	clean_candidate_unphased
chr20	whatshap_opt	17852024	0.9992	2381	2	18194808	18218259	23451	17883198	18218259	0	0	262	0	0	0	0	0	0	0	236	24	2	0	0	catalog_site_not_candidate
chr20	whatshap_opt	32891152	0.9963	1621	6	33210642	33233843	23201	32910411	33233842	3	3	236	8	0	0	3	1	0	8	223	0	7	0	0	clean_candidate_unphased
chr20	whatshap_opt	46875643	0.999	4819	5	47636774	47659910	23136	47121694	47666163	0	0	278	0	0	0	0	0	0	0	277	0	1	0	0	catalog_site_not_candidate
chr20	whatshap_opt	24142287	1.0	6671	0	24357615	24379633	22018	24142287	24379633	0	0	367	0	0	0	0	0	0	0	365	1	1	0	0	catalog_site_not_candidate
chr20	whatshap_opt	62385548	0.999	2904	3	62410496	62432427	21931	62385548	62432427	1	0	302	1	0	0	0	0	0	1	302	0	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	16715241	0.9978	4574	10	17499524	17521341	21817	16926069	17521341	2	1	337	0	0	0	0	0	0	0	276	51	0	0	13	catalog_site_not_candidate
chr20	whatshap_opt	16715241	0.9978	4574	10	16830586	16852360	21774	16773052	16854021	1	1	324	1	0	1	1	0	0	1	320	1	2	0	0	repeat_indels_excluded
chr20	whatshap_opt	46875643	0.999	4819	5	48022132	48043584	21452	47762233	48043584	1	1	260	1	0	0	1	0	0	1	246	12	2	0	0	repeat_indels_excluded
chr20	whatshap_opt	11262361	0.9988	849	1	11426743	11447789	21046	11386626	11447789	0	0	267	0	0	0	0	0	0	0	208	60	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	45864128	0.9914	3028	26	46384021	46405048	21027	45945176	46407462	3	3	258	3	0	0	3	0	0	3	245	4	7	1	0	repeat_indels_excluded
chr20	whatshap_opt	34162219	0.9996	2553	1	34791342	34811747	20405	34772931	34811747	0	0	258	0	0	0	0	0	0	0	216	41	0	0	1	catalog_site_not_candidate
chr20	whatshap_opt	50562066	0.9985	2740	4	51145921	51165532	19611	50562066	51165532	1	0	252	2	0	0	0	0	0	3	250	0	1	0	0	repeat_indels_excluded
chr20	whatshap_opt	24142287	1.0	6671	0	25083365	25102178	18813	24601280	25109617	0	0	233	0	0	0	0	0	0	0	224	5	5	0	0	catalog_site_not_candidate
chr20	whatshap_opt	45864128	0.9914	3028	26	45916036	45934516	18480	45896820	45945176	1	1	230	0	0	0	0	0	0	0	187	45	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	45864128	0.9914	3028	26	46611617	46629630	18013	46407462	46634216	0	0	227	2	0	0	0	0	0	2	225	0	2	0	0	repeat_indels_excluded
chr20	whatshap_opt	51262081	0.9974	3884	10	51337898	51355882	17984	51287372	51365957	0	0	241	2	0	0	0	0	0	2	237	1	2	0	0	repeat_indels_excluded
chr20	whatshap_opt	39273205	0.9979	5654	12	39838293	39856144	17851	39389245	39868811	3	4	268	2	0	0	3	0	0	2	260	8	1	1	0	repeat_indels_excluded
chr20	whatshap_opt	16715241	0.9978	4574	10	16740967	16758611	17644	16715241	16773052	1	1	225	1	0	0	1	0	0	1	213	11	0	0	1	repeat_indels_excluded
chr20	whatshap_opt	37667751	0.9966	1488	5	37909573	37926274	16701	37667751	37937715	1	1	159	1	0	0	0	0	0	1	155	1	2	0	0	repeat_indels_excluded
chr20	whatshap_opt	18442592	0.9955	3987	18	18983414	18999993	16579	18442592	18999993	0	0	251	2	0	0	0	0	0	2	249	3	0	2	0	repeat_indels_excluded
chr20	whatshap_opt	42122863	0.9977	1302	3	42191762	42208160	16398	42128667	42208160	0	0	165	2	0	0	0	0	0	2	160	1	4	0	0	repeat_indels_excluded
chr20	whatshap_opt	130540	0.9967	3895	13	528852	545002	16150	195305	545002	0	0	158	6	0	0	0	0	0	6	136	14	3	0	0	repeat_indels_excluded
chr20	whatshap_opt	3597791	0.999	984	1	3790919	3806891	15972	3597791	3806891	1	1	235	4	0	0	0	0	0	4	202	33	2	1	0	repeat_indels_excluded
chr20	whatshap_opt	7343405	0.9981	2123	4	7382248	7397985	15737	7343405	7407227	1	1	198	2	0	0	0	0	0	2	195	2	2	0	0	repeat_indels_excluded
chr20	whatshap_opt	61487311	0.9947	1503	8	61551581	61567016	15435	61489451	61577290	0	0	257	0	0	0	0	0	0	0	255	1	1	0	0	catalog_site_not_candidate
chr20	whatshap_opt	130540	0.9967	3895	13	163697	178653	14956	130540	195305	2	2	268	2	0	0	1	0	0	2	238	32	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	39273205	0.9979	5654	12	39374440	39389245	14805	39286408	39389245	0	0	190	1	0	0	0	0	0	1	165	23	1	0	0	repeat_indels_excluded
chr20	whatshap_opt	49062203	0.9963	268	1	49088735	49102876	14141	49062203	49107205	1	1	160	5	0	0	1	0	0	5	155	1	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	62385548	0.999	2904	3	62623253	62637077	13824	62432427	62645168	0	0	171	1	0	0	0	0	0	2	168	2	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	18442592	0.9955	3987	18	19328082	19341833	13751	18999993	19341833	1	1	196	1	0	0	0	0	0	1	193	2	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	2342133	0.9986	4908	7	2536780	2550439	13659	2342132	2550439	1	1	143	2	0	0	1	0	0	2	138	2	1	0	0	repeat_indels_excluded
chr20	whatshap_opt	56542357	0.9908	2394	22	56687167	56700300	13133	56681452	56713151	1	1	183	0	0	0	0	0	0	0	168	16	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	9014032	0.9985	9159	14	10575747	10588710	12963	10343595	10588710	2	2	134	1	0	0	0	0	0	2	111	25	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	30780554	0.9957	3753	16	31753603	31766466	12863	31636239	31766466	0	1	204	0	0	0	0	0	0	0	201	3	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	42543112	0.9992	4999	4	43104113	43113602	9489	42543112	43123517	1	0	107	0	0	0	0	0	0	0	95	12	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	58452672	0.999	964	1	58560611	58570083	9472	58453158	58580791	0	0	152	3	0	0	0	0	0	3	147	0	4	0	0	repeat_indels_excluded
chr20	whatshap_opt	9014032	0.9985	9159	14	9398147	9407532	9385	9014032	9407532	0	0	108	0	0	0	0	0	0	0	108	0	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	54453020	0.9992	3863	3	54467941	54477280	9339	54453020	54489926	2	2	154	2	0	0	0	0	0	2	133	22	0	0	1	repeat_indels_excluded
chr20	whatshap_opt	56542357	0.9908	2394	22	56671109	56679959	8850	56568153	56681452	0	0	162	1	0	0	0	0	0	1	162	0	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	11157014	1.0	436	0	11215203	11222729	7526	11157086	11230331	0	0	91	1	0	0	0	0	0	1	75	16	1	0	0	repeat_indels_excluded
chr20	whatshap_opt	8106314	1.0	2824	0	8165210	8172090	6880	8106314	8176552	2	1	73	0	0	0	0	0	0	0	66	8	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	15606878	0.9992	4789	4	15651932	15657590	5658	15606878	15672865	0	0	83	1	0	0	0	0	0	1	72	9	2	0	0	repeat_indels_excluded
chr20	whatshap_opt	3981464	0.998	1984	4	4017619	4022916	5297	3981464	4033448	1	0	61	1	0	0	0	0	0	1	49	12	1	0	0	repeat_indels_excluded
chr20	whatshap_opt	16715241	0.9978	4574	10	16907717	16912741	5024	16854021	16926069	1	0	77	0	0	0	0	0	0	0	77	0	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	130540	0.9967	3895	13	976206	981083	4877	890261	988405	0	0	70	0	0	0	0	0	0	0	55	15	0	0	0	catalog_site_not_candidate
chr20	whatshap_opt	9014032	0.9985	9159	14	9479107	9481969	2862	9407532	9494207	0	0	35	1	0	0	0	0	0	1	33	1	1	0	0	repeat_indels_excluded
chr20	whatshap_opt	15606878	0.9992	4789	4	16275389	16276016	627	15672865	16291042	2	2	14	1	0	0	1	0	0	1	9	7	0	0	0	repeat_indels_excluded
chr20	whatshap_opt	1690618	0.9936	2202	14	1912570	1913054	484	1690618	1903119	0	0	6	0	0	0	0	0	0	0	5	0	1	0	0	catalog_site_not_candidate
chr20	whatshap_opt	30780554	0.9957	3753	16	31627900	31628197	297	30814329	31636239	1	0	5	1	0	0	0	0	0	1	4	0	0	0	0	repeat_indels_excluded
